Item,condition,Sentence,Response,part of speech,interpretation,note
119,MVR,+ + + The patient refused the treatment ...,recommended by the doctor,relative clause,ambig,
119,MVR,+ + + The patient refused the treatment ...,the,relative clause,ambig,
119,MVR,+ + + The patient refused the treatment ...,promptly,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,protocol,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,because they were scared,conj,main verb,
119,MVR,+ + + The patient refused the treatment ...,help,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,because he don t trust it,ungram,NA,
119,MVR,+ + + The patient refused the treatment ...,administered,VP,reduced relative,amb
119,MVR,+ + + The patient refused the treatment ...,provided,VP,reduced relative,amb
119,MVR,+ + + The patient refused the treatment ...,for,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,at,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,plan,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,denque,ungram,NA,
119,MVR,+ + + The patient refused the treatment ...,anyway,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,adamantly,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,angrily,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,wounds,VP,reduced relative,
119,MVR,+ + + The patient refused the treatment ...,treatment,ungram,NA,
119,MVR,+ + + The patient refused the treatment ...,plans,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,on religious grounds,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,wholeheartedly,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,predominantly,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,emphatically,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,immediately,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,because he was scared,conj,main verb,
119,MVR,+ + + The patient refused the treatment ...,yesterday,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,machine,ungram,NA,
120,MVR,+ + + The operator brought the machine ...,to a halt,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,back,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,into,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,home,adv,main verb,
120,MVR,+ + + The operator brought the machine ...,again,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,inside,adv,main verb,
120,MVR,+ + + The operator brought the machine ...,parts,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,back to working condition,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,to,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,in the room,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,down,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,to the shop,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,without stress,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,to work,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,over,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,shop,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,online,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,oil,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,for,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,out,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,on,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,to the floor,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,in the office,PP,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,class,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,dancer,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,dance,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,lesson,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,parts,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,to,PP,main verb,
121,MVR,+ + + The dancer assigned the ballet ...,role,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,production,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,was new,VP,reduced relative,
121,MVR,+ + + The dancer assigned the ballet ...,duo,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,today,adv,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,routine,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,slippers,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,quickly,adv,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,recital,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,to her students,PP,main verb,
121,MVR,+ + + The dancer assigned the ballet ...,them,ungram,NA,
121,MVR,+ + + The dancer assigned the ballet ...,to the students,PP,main verb,
121,MVR,+ + + The dancer assigned the ballet ...,for dance,PP,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,a,DO/relative clause,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,practice room,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,roles,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,music,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,attentively,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,to,PP,main verb,
122,MVR,+ + + The contestant paid the money ...,promptly,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,to enter the competition,PP,main verb,
122,MVR,+ + + The contestant paid the money ...,after,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,back,PP,main verb,
122,MVR,+ + + The contestant paid the money ...,forward,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,fee,compound,ambig,
122,MVR,+ + + The contestant paid the money ...,today,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,within the time,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,upfront,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,due,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,price,compound,ambig,
122,MVR,+ + + The contestant paid the money ...,that,relative clause,ambig,
122,MVR,+ + + The contestant paid the money ...,quickly,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,for,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,was lost,VP,reduced relative,
122,MVR,+ + + The contestant paid the money ...,paid,VP,reduced relative,amb
122,MVR,+ + + The contestant paid the money ...,charitably,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,to enter the contest,CP,ambig,
122,MVR,+ + + The contestant paid the money ...,he wom,ungram,NA,
122,MVR,+ + + The contestant paid the money ...,fully,adv,main verb,
122,MVR,+ + + The contestant paid the money ...,happily,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,firmly,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,to win,CP,ambig,
122,MVR,+ + + The contestant paid the money ...,in full,PP,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,new,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,wonderfully 2c new choices to pick from,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,to,PP,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,many,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,discounts,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,discount,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,menu,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,advice,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,more menu items,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,dishes,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,a,DO/relative clause,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,more,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,a lot of new recipes,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,kitchens,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,a new recipe,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,quality,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,patrons,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,free food delivery,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,free,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,food,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,samples,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,praise,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,his,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,excellent,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,specials,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,tour,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,owner,compound,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,customers,compound,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,a new menu,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,a new culnary,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,open,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,assignments,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,for,PP,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,cleaning,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,a,DO/relative clause,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,to amy,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,last,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,to,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,temperature,compound,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,on the first day,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,then,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,burner,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,off,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,tomorrow,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,failed the class,VP,reduced relative,
124,MVR,+ + + The apprentice baker assigned the oven ...,baker,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,to the assistant,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,quickly,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,repaired,VP,reduced relative,amb
124,MVR,+ + + The apprentice baker assigned the oven ...,to the student,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,time,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,use,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,to customers,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,heating,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,duties,compound,ambig,
101,MVR,+ + + The suspect sent the file ...,through,PP,ambig,
101,MVR,+ + + The suspect sent the file ...,to the main office,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,to his boss,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,electronically,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,email,compound,ambig,
101,MVR,+ + + The suspect sent the file ...,directly,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,here,adv,main verb,
101,MVR,+ + + The suspect sent the file ...,back,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,suspect,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,delivery,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,to police,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,cops,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,regularly,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,the suspent send the file,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,annonymously,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,once it was proof read,conj,main verb,
101,MVR,+ + + The suspect sent the file ...,by mail,PP,ambig,
101,MVR,+ + + The suspect sent the file ...,immediately,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,by,PP,ambig,
101,MVR,+ + + The suspect sent the file ...,to the sub ordinate,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,police,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,in email,PP,ambig,
101,MVR,+ + + The suspect sent the file ...,data,compound,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,off,adv,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,to police,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,down,adv,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,serruptitiously,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,to the congressman,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,over for a bribe,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,well,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,huge,ungram,NA,
102,MVR,+ + + The corrupt politician handed the bill ...,today,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,out,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,back,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,falsely,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,to the councilman,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,away,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,very well,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,politician,ungram,NA,
102,MVR,+ + + The corrupt politician handed the bill ...,receipt,compound,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,for approval,PP,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,legistration,compound,ambig,
103,MVR,+ + + The woman brought the mail ...,by cost,ungram,NA,
