,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,token,word,word_pos,logfreq,logfreq_s,length,length_s
122,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,considered,considered,2,9.315960853839869,-0.5350855185524215,10,1.7826109900988767
123,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,a,a,3,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
124,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,key,key,4,9.874676470682008,-0.3657394023079629,3,-0.8352420354837095
125,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,witness,witness,5,8.085486772102845,-0.9080409194760104,7,0.6606739791349112
126,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,by,by,6,13.154086825400125,0.6282464294864692,2,-1.2092210391383649
127,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
128,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,"prosecution.,","prosecution,",8,6.933423025730715,-1.2572302301612062,12,2.530568997408188
129,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,vowed,vowed,9,6.78105762593618,-1.303412022700091,5,-0.087284028174399
130,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,he,he,10,13.340922034134344,0.6848759848865693,2,-1.2092210391383649
131,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,wouldn,wouldn't,11,,,8,1.0346529827895663
132,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,t.testify,testify,12,6.731018100482083,-1.3185789502727656,7,0.6606739791349112
133,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,when,when,13,12.61473928991416,0.464770758344858,4,-0.4612630318290542
134,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,served,served,14,9.13043098874788,-0.5913194256665003,6,0.2866949754802561
135,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,a,a,15,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
136,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,subpoena,subpoena,16,5.4510384535657,-1.706539435970959,8,1.0346529827895663
137,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,last,last,17,11.3710046940006,0.0877961095114051,4,-0.4612630318290542
138,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1,week..,week.,18,10.4521868287302,-0.1906966197575691,5,-0.087284028174399
139,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,Ow.ls,Owls,0,6.302618975744905,-1.448426274725241,4,-0.4612630318290542
140,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,are,are,1,13.23333392735152,0.6522661427977754,3,-0.8352420354837095
141,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,more,more,2,12.720726930609644,0.4968955008446993,4,-0.4612630318290542
142,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,flexible,flexible,3,7.945555428253489,-0.950453962726333,8,1.0346529827895663
143,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,than,than,4,12.342075356929335,0.3821266068319696,4,-0.4612630318290542
144,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,humans,humans,5,8.962263554116761,-0.6422907983561242,6,0.2866949754802561
145,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,because,because,6,11.768133414760475,0.2081654073841307,7,0.6606739791349112
146,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,a,a,7,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
147,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,bird.s,bird's,8,,,6,0.2866949754802561
148,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,head,head,9,10.49584707928338,-0.1774632437026267,4,-0.4612630318290542
149,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,is,is,10,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
150,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,only,only,11,11.953828499481324,0.2644493923940681,4,-0.4612630318290542
151,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,connected,connected,12,8.46674164792014,-0.7924829673216787,9,1.4086319864442216
152,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,by,by,13,13.154086825400125,0.6282464294864692,2,-1.2092210391383649
153,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,one,one,14,12.73209914830059,0.5003424080744144,3,-0.8352420354837095
154,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,socket,socket,15,6.049733455231958,-1.5250756102053795,6,0.2866949754802561
155,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1,pivot..,pivot.,16,6.525029657843462,-1.3810138307388875,6,0.2866949754802561
156,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,Even,Even,0,11.910674211722846,0.251369373130424,4,-0.4612630318290542
157,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,in,in,1,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
158,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,the,the,2,15.687451186819413,1.396106504820095,3,-0.8352420354837095
159,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,same,same,3,11.157649541945204,0.023128387163605,4,-0.4612630318290542
160,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,"animal.,","animal,",4,9.1942109900463,-0.5719877743069046,7,0.6606739791349112
161,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,not,not,5,12.892343739900664,0.5489123753683824,3,-0.8352420354837095
162,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,all,all,6,12.525031703495044,0.4375804831855484,3,-0.8352420354837095
163,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,bites,bites,7,7.085064293952548,-1.211267921140932,5,-0.087284028174399
164,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,are,are,8,13.23333392735152,0.6522661427977754,3,-0.8352420354837095
165,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
166,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1,same..,same.,10,11.157649541945204,0.023128387163605,5,-0.087284028174399
167,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,Buck,Buck,0,8.246433786160365,-0.8592580486734497,4,-0.4612630318290542
168,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,did,did,1,11.747491530270771,0.2019088738903013,3,-0.8352420354837095
169,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,not,not,2,12.892343739900664,0.5489123753683824,3,-0.8352420354837095
170,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,like,like,3,12.326190730613224,0.3773119932905902,4,-0.4612630318290542
171,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,"it.,","it,",4,13.83391514964038,0.8343016800516125,3,-0.8352420354837095
